"Date and time","Solar radiation (W/m2)(A1)"
2024-09-11T04:00:00+0900,316
2024-09-11T03:50:00+0900,340
2024-09-11T03:40:00+0900,354
2024-09-11T03:30:00+0900,382
2024-09-11T03:20:00+0900,428
2024-09-11T03:10:00+0900,442
2024-09-11T03:00:03+0900,448
2024-09-11T03:00:00+0900,446
2024-09-11T02:50:00+0900,482
2024-09-11T02:40:00+0900,496
2024-09-11T02:30:00+0900,508
2024-09-11T02:20:00+0900,528
2024-09-11T02:10:00+0900,550
2024-09-11T02:00:00+0900,570
2024-09-11T01:50:00+0900,576
2024-09-11T01:40:00+0900,590
2024-09-11T01:30:00+0900,604
2024-09-11T01:20:00+0900,596
2024-09-11T01:10:00+0900,594
2024-09-11T01:00:00+0900,602
2024-09-11T00:50:00+0900,602
2024-09-11T00:40:00+0900,602
2024-09-11T00:30:00+0900,588
2024-09-11T00:20:00+0900,592
2024-09-11T00:10:00+0900,580
2024-09-11T00:00:00+0900,572
2024-09-10T23:50:00+0900,558
2024-09-10T23:40:00+0900,556
2024-09-10T23:30:00+0900,550
2024-09-10T23:20:00+0900,526
2024-09-10T23:10:00+0900,414
2024-09-10T23:00:00+0900,506
2024-09-10T22:50:00+0900,468
2024-09-10T22:40:00+0900,458
2024-09-10T22:30:00+0900,438
2024-09-10T22:20:00+0900,428
2024-09-10T22:10:00+0900,398
2024-09-10T22:00:00+0900,368
2024-09-10T21:50:00+0900,344
2024-09-10T21:40:00+0900,318
2024-09-10T21:30:00+0900,290
2024-09-10T21:20:00+0900,268
2024-09-10T21:10:00+0900,250
2024-09-10T21:00:00+0900,224
2024-09-10T20:50:00+0900,202
2024-09-10T20:40:00+0900,182
2024-09-10T20:30:00+0900,156
2024-09-10T20:20:00+0900,128
2024-09-10T20:10:00+0900,110
2024-09-10T20:00:00+0900,96
2024-09-10T19:50:00+0900,82
2024-09-10T19:40:00+0900,64
2024-09-10T19:30:00+0900,52
2024-09-10T19:20:00+0900,36
2024-09-10T19:10:00+0900,24
2024-09-10T19:00:00+0900,14
2024-09-10T18:50:00+0900,6
2024-09-10T18:40:00+0900,2
2024-09-10T18:30:00+0900,0
2024-09-10T18:20:00+0900,0
2024-09-10T18:10:00+0900,0
2024-09-10T18:00:00+0900,0
2024-09-10T17:50:00+0900,0
2024-09-10T17:40:00+0900,0
2024-09-10T17:30:00+0900,0
2024-09-10T17:20:00+0900,0
2024-09-10T17:10:00+0900,0
2024-09-10T17:00:00+0900,0
2024-09-10T16:50:00+0900,0
2024-09-10T16:40:00+0900,0
2024-09-10T16:30:00+0900,0
2024-09-10T16:20:00+0900,0
2024-09-10T16:10:00+0900,0
2024-09-10T16:00:00+0900,0
2024-09-10T15:50:00+0900,0
2024-09-10T15:40:00+0900,0
2024-09-10T15:30:00+0900,0
2024-09-10T15:20:00+0900,0
2024-09-10T15:10:00+0900,0
2024-09-10T15:00:00+0900,0
2024-09-10T14:50:00+0900,0
2024-09-10T14:40:00+0900,0
2024-09-10T14:30:00+0900,0
2024-09-10T14:20:00+0900,0
2024-09-10T14:10:00+0900,0
2024-09-10T14:00:00+0900,0
2024-09-10T13:50:00+0900,0
2024-09-10T13:40:00+0900,0
2024-09-10T13:30:00+0900,0
2024-09-10T13:20:00+0900,0
2024-09-10T13:10:00+0900,0
2024-09-10T13:00:00+0900,0
2024-09-10T12:50:00+0900,0
2024-09-10T12:40:00+0900,0
2024-09-10T12:30:00+0900,0
2024-09-10T12:20:00+0900,0
2024-09-10T12:10:00+0900,0
2024-09-10T12:00:00+0900,0
2024-09-10T11:50:00+0900,0
2024-09-10T11:40:00+0900,0
2024-09-10T11:30:00+0900,0
2024-09-10T11:20:00+0900,0
2024-09-10T11:10:00+0900,0
2024-09-10T11:00:00+0900,0
