"Date and time","Solar radiation (W/m2)(A1)"
2024-09-17T08:00:00+0900,102
2024-09-17T07:50:00+0900,94
2024-09-17T07:40:00+0900,138
2024-09-17T07:30:00+0900,112
2024-09-17T07:20:00+0900,118
2024-09-17T07:10:00+0900,124
2024-09-17T07:00:02+0900,130
2024-09-17T07:00:00+0900,128
2024-09-17T06:50:00+0900,134
2024-09-17T06:40:00+0900,140
2024-09-17T06:30:00+0900,148
2024-09-17T06:20:00+0900,156
2024-09-17T06:10:00+0900,166
2024-09-17T06:00:00+0900,174
2024-09-17T05:50:00+0900,188
2024-09-17T05:40:00+0900,192
2024-09-17T05:30:00+0900,196
2024-09-17T05:20:00+0900,198
2024-09-17T05:10:00+0900,206
2024-09-17T05:00:03+0900,210
2024-09-17T05:00:00+0900,212
2024-09-17T04:50:00+0900,210
2024-09-17T04:40:00+0900,214
2024-09-17T04:30:00+0900,216
2024-09-17T04:20:00+0900,224
2024-09-17T04:10:00+0900,222
2024-09-17T04:00:00+0900,220
2024-09-17T03:50:00+0900,220
2024-09-17T03:40:00+0900,222
2024-09-17T03:30:00+0900,220
2024-09-17T03:20:00+0900,222
2024-09-17T03:10:00+0900,226
2024-09-17T03:00:03+0900,230
2024-09-17T03:00:00+0900,230
2024-09-17T02:50:00+0900,224
2024-09-17T02:40:00+0900,216
2024-09-17T02:30:00+0900,212
2024-09-17T02:20:00+0900,214
2024-09-17T02:10:00+0900,212
2024-09-17T02:00:00+0900,212
2024-09-17T01:50:00+0900,204
2024-09-17T01:40:00+0900,214
2024-09-17T01:30:00+0900,222
2024-09-17T01:20:00+0900,222
2024-09-17T01:10:00+0900,230
2024-09-17T01:00:02+0900,214
2024-09-17T01:00:00+0900,214
2024-09-17T00:50:00+0900,204
2024-09-17T00:40:00+0900,206
2024-09-17T00:30:00+0900,206
2024-09-17T00:20:00+0900,204
2024-09-17T00:10:00+0900,212
2024-09-17T00:00:00+0900,214
2024-09-16T23:50:00+0900,214
2024-09-16T23:40:00+0900,228
2024-09-16T23:30:00+0900,220
2024-09-16T23:20:00+0900,214
2024-09-16T23:10:00+0900,214
2024-09-16T23:00:03+0900,212
2024-09-16T23:00:00+0900,214
2024-09-16T22:50:00+0900,212
2024-09-16T22:40:00+0900,214
2024-09-16T22:30:00+0900,214
2024-09-16T22:20:00+0900,214
2024-09-16T22:10:00+0900,212
2024-09-16T22:00:00+0900,206
2024-09-16T21:50:00+0900,204
2024-09-16T21:40:00+0900,202
2024-09-16T21:30:00+0900,198
2024-09-16T21:20:00+0900,190
2024-09-16T21:10:00+0900,186
2024-09-16T21:00:04+0900,178
2024-09-16T21:00:00+0900,180
2024-09-16T20:50:00+0900,178
2024-09-16T20:40:00+0900,184
2024-09-16T20:30:00+0900,178
2024-09-16T20:20:00+0900,168
2024-09-16T20:10:00+0900,160
2024-09-16T20:00:00+0900,152
2024-09-16T19:50:00+0900,142
2024-09-16T19:40:00+0900,128
2024-09-16T19:30:00+0900,106
2024-09-16T19:20:00+0900,78
2024-09-16T19:10:00+0900,0
2024-09-16T19:00:04+0900,0
2024-09-16T19:00:00+0900,0
2024-09-16T18:50:00+0900,0
2024-09-16T18:40:00+0900,0
2024-09-16T18:30:00+0900,0
2024-09-16T18:20:00+0900,0
2024-09-16T18:10:00+0900,0
2024-09-16T18:00:00+0900,0
2024-09-16T17:50:00+0900,0
2024-09-16T17:40:00+0900,0
2024-09-16T17:30:00+0900,0
2024-09-16T17:20:00+0900,0
2024-09-16T17:10:00+0900,0
2024-09-16T17:00:00+0900,0
2024-09-16T16:50:00+0900,0
2024-09-16T16:40:00+0900,0
2024-09-16T16:30:00+0900,0
2024-09-16T16:20:00+0900,0
2024-09-16T16:10:00+0900,0
2024-09-16T16:00:00+0900,0
2024-09-16T15:50:00+0900,0
2024-09-16T15:40:00+0900,0
2024-09-16T15:30:00+0900,18
2024-09-16T15:20:00+0900,36
2024-09-16T15:10:00+0900,44
2024-09-16T15:00:00+0900,40
2024-09-16T14:50:00+0900,18
2024-09-16T14:40:00+0900,22
2024-09-16T14:30:00+0900,4
2024-09-16T14:20:00+0900,0
2024-09-16T14:10:00+0900,0
2024-09-16T14:00:00+0900,0
2024-09-16T13:50:00+0900,0
2024-09-16T13:40:00+0900,0
2024-09-16T13:30:00+0900,0
2024-09-16T13:20:00+0900,0
2024-09-16T13:10:00+0900,0
2024-09-16T13:00:00+0900,0
2024-09-16T12:50:00+0900,0
2024-09-16T12:40:00+0900,0
2024-09-16T12:30:00+0900,26
2024-09-16T12:20:00+0900,34
2024-09-16T12:10:00+0900,36
2024-09-16T12:00:00+0900,34
2024-09-16T11:50:00+0900,32
2024-09-16T11:40:00+0900,14
2024-09-16T11:30:00+0900,22
2024-09-16T11:20:00+0900,28
2024-09-16T11:10:00+0900,24
2024-09-16T11:00:00+0900,40
2024-09-16T10:50:00+0900,74
2024-09-16T10:40:00+0900,84
2024-09-16T10:30:00+0900,92
2024-09-16T10:20:00+0900,96
2024-09-16T10:10:00+0900,98
2024-09-16T10:00:00+0900,100
2024-09-16T09:50:00+0900,102
2024-09-16T09:40:00+0900,104
2024-09-16T09:30:00+0900,104
2024-09-16T09:20:00+0900,108
2024-09-16T09:10:00+0900,110
2024-09-16T09:00:00+0900,110
2024-09-16T08:50:00+0900,114
2024-09-16T08:40:00+0900,116
2024-09-16T08:30:00+0900,120
2024-09-16T08:20:00+0900,124
2024-09-16T08:10:00+0900,126
2024-09-16T08:00:03+0900,126
2024-09-16T08:00:00+0900,126
2024-09-16T07:50:00+0900,128
2024-09-16T07:40:00+0900,128
2024-09-16T07:30:00+0900,130
2024-09-16T07:20:00+0900,134
2024-09-16T07:10:00+0900,138
2024-09-16T07:00:00+0900,138
2024-09-16T06:50:00+0900,140
2024-09-16T06:40:00+0900,142
2024-09-16T06:30:00+0900,144
2024-09-16T06:20:00+0900,148
2024-09-16T06:10:00+0900,152
2024-09-16T06:00:05+0900,154
2024-09-16T06:00:00+0900,152
